INFO     - 2018-10-06 00:12:36,249 [Dependent.py][insert_data]  INSERT INTO DEPENDENT (Essn, Dependent_name, Sex, Birth_date, Relationship) VALUES (%s, %s, %s, STR_TO_DATE(%s,'%d-%b-%Y'), %s) ('888665151', 'Mary Alice', 'F', '10-NOV-1924', 'Spouse')
INFO     - 2018-10-06 00:12:36,294 [Dependent.py][insert_data]  INSERT INTO DEPENDENT (Essn, Dependent_name, Sex, Birth_date, Relationship) VALUES (%s, %s, %s, STR_TO_DATE(%s,'%d-%b-%Y'), %s) ('444444400', 'Kathy', 'F', '09-OCT-1944', 'Spouse')
INFO     - 2018-10-06 00:12:36,361 [Dependent.py][insert_data]  INSERT INTO DEPENDENT (Essn, Dependent_name, Sex, Birth_date, Relationship) VALUES (%s, %s, %s, STR_TO_DATE(%s,'%d-%b-%Y'), %s) ('999887777', 'John Smith', 'M', '19-JUL-1956', 'Spouse')
INFO     - 2018-10-06 00:12:36,429 [Dependent.py][insert_data]  INSERT INTO DEPENDENT (Essn, Dependent_name, Sex, Birth_date, Relationship) VALUES (%s, %s, %s, STR_TO_DATE(%s,'%d-%b-%Y'), %s) ('987987987', 'Khadeja Begum', 'F', '29-MAR-1949', 'Spouse')
INFO     - 2018-10-06 00:12:36,474 [Dependent.py][insert_data]  INSERT INTO DEPENDENT (Essn, Dependent_name, Sex, Birth_date, Relationship) VALUES (%s, %s, %s, STR_TO_DATE(%s,'%d-%b-%Y'), %s) ('987987987', 'Jalil Ahmad', 'M', '29-MAR-1929', 'Children')
INFO     - 2018-10-06 00:12:36,518 [Dependent.py][insert_data]  INSERT INTO DEPENDENT (Essn, Dependent_name, Sex, Birth_date, Relationship) VALUES (%s, %s, %s, STR_TO_DATE(%s,'%d-%b-%Y'), %s) ('222222200', 'Jay Wallis', 'M', '16-JAN-1956', 'Spouse')
INFO     - 2018-10-06 00:12:36,563 [Dependent.py][insert_data]  INSERT INTO DEPENDENT (Essn, Dependent_name, Sex, Birth_date, Relationship) VALUES (%s, %s, %s, STR_TO_DATE(%s,'%d-%b-%Y'), %s) ('222222202', 'Mindy Vile', 'F', '21-JUN-1942', 'Spouse')
INFO     - 2018-10-06 00:12:36,608 [Dependent.py][insert_data]  INSERT INTO DEPENDENT (Essn, Dependent_name, Sex, Birth_date, Relationship) VALUES (%s, %s, %s, STR_TO_DATE(%s,'%d-%b-%Y'), %s) ('222222202', 'Amenda Vile', 'F', '21-JUN-1914', 'Children')
INFO     - 2018-10-06 00:12:36,652 [Dependent.py][insert_data]  INSERT INTO DEPENDENT (Essn, Dependent_name, Sex, Birth_date, Relationship) VALUES (%s, %s, %s, STR_TO_DATE(%s,'%d-%b-%Y'), %s) ('222222204', 'Amy Vos', 'F', '11-NOV-1963', 'Spouse')
INFO     - 2018-10-06 00:12:36,697 [Dependent.py][insert_data]  INSERT INTO DEPENDENT (Essn, Dependent_name, Sex, Birth_date, Relationship) VALUES (%s, %s, %s, STR_TO_DATE(%s,'%d-%b-%Y'), %s) ('222222204', 'james Vos', 'M', '11-NOV-1937', 'Children')
INFO     - 2018-10-06 00:12:36,742 [Dependent.py][insert_data]  INSERT INTO DEPENDENT (Essn, Dependent_name, Sex, Birth_date, Relationship) VALUES (%s, %s, %s, STR_TO_DATE(%s,'%d-%b-%Y'), %s) ('444444401', 'William Bayes', 'M', '19-JUN-1954', 'Spouse')
INFO     - 2018-10-06 00:12:36,787 [Dependent.py][insert_data]  INSERT INTO DEPENDENT (Essn, Dependent_name, Sex, Birth_date, Relationship) VALUES (%s, %s, %s, STR_TO_DATE(%s,'%d-%b-%Y'), %s) ('444444401', 'Amy Bayes', 'F', '18-JUN-1926', 'Children')
INFO     - 2018-10-06 00:12:36,831 [Dependent.py][insert_data]  INSERT INTO DEPENDENT (Essn, Dependent_name, Sex, Birth_date, Relationship) VALUES (%s, %s, %s, STR_TO_DATE(%s,'%d-%b-%Y'), %s) ('444444401', 'Tom Bayes', 'M', '20-JUN-1926', 'Children')
INFO     - 2018-10-06 00:12:36,878 [Dependent.py][insert_data]  INSERT INTO DEPENDENT (Essn, Dependent_name, Sex, Birth_date, Relationship) VALUES (%s, %s, %s, STR_TO_DATE(%s,'%d-%b-%Y'), %s) ('666666601', 'Mary Jarvice', 'F', '14-JAN-1964', 'Spouse')
INFO     - 2018-10-06 00:12:36,911 [Dependent.py][insert_data]  INSERT INTO DEPENDENT (Essn, Dependent_name, Sex, Birth_date, Relationship) VALUES (%s, %s, %s, STR_TO_DATE(%s,'%d-%b-%Y'), %s) ('666666602', 'Bond King', 'M', '16-APR-1964', 'Spouse')
INFO     - 2018-10-06 00:12:36,956 [Dependent.py][insert_data]  INSERT INTO DEPENDENT (Essn, Dependent_name, Sex, Birth_date, Relationship) VALUES (%s, %s, %s, STR_TO_DATE(%s,'%d-%b-%Y'), %s) ('666666604', 'Monia King', 'F', '01-JAN-1955', 'Spouse')
INFO     - 2018-10-06 00:12:36,990 [Dependent.py][insert_data]  INSERT INTO DEPENDENT (Essn, Dependent_name, Sex, Birth_date, Relationship) VALUES (%s, %s, %s, STR_TO_DATE(%s,'%d-%b-%Y'), %s) ('666666605', 'Aly Kramer', 'F', '22-AUG-1961', 'Spouse')
INFO     - 2018-10-06 00:12:37,035 [Dependent.py][insert_data]  INSERT INTO DEPENDENT (Essn, Dependent_name, Sex, Birth_date, Relationship) VALUES (%s, %s, %s, STR_TO_DATE(%s,'%d-%b-%Y'), %s) ('666666606', 'Chistina King', 'F', '16-AUG-1948', 'Spouse')
INFO     - 2018-10-06 00:12:37,079 [Dependent.py][insert_data]  INSERT INTO DEPENDENT (Essn, Dependent_name, Sex, Birth_date, Relationship) VALUES (%s, %s, %s, STR_TO_DATE(%s,'%d-%b-%Y'), %s) ('666666607', 'Alex Small', 'F', '15-MAY-1960', 'Spouse')
INFO     - 2018-10-06 00:12:37,124 [Dependent.py][insert_data]  INSERT INTO DEPENDENT (Essn, Dependent_name, Sex, Birth_date, Relationship) VALUES (%s, %s, %s, STR_TO_DATE(%s,'%d-%b-%Y'), %s) ('666666608', 'Katherin Head', 'F', '19-MAY-1964', 'Spouse')
INFO     - 2018-10-06 00:12:37,169 [Dependent.py][insert_data]  INSERT INTO DEPENDENT (Essn, Dependent_name, Sex, Birth_date, Relationship) VALUES (%s, %s, %s, STR_TO_DATE(%s,'%d-%b-%Y'), %s) ('666666608', 'Monica Head', 'F', '19-MAY-1937', 'Children')
INFO     - 2018-10-06 00:12:37,213 [Dependent.py][insert_data]  INSERT INTO DEPENDENT (Essn, Dependent_name, Sex, Birth_date, Relationship) VALUES (%s, %s, %s, STR_TO_DATE(%s,'%d-%b-%Y'), %s) ('666666608', 'Rachel Head', 'M', '18-MAY-1937', 'Children')
